,path,target
23,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_131806_1.mp4,0
24,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134527_1.mp4,0
25,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_213135_1.mp4,0
26,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112909_2.mp4,0
27,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_132306_0.mp4,0
28,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_115456_0.mp4,0
29,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_114541_0.mp4,0
30,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_120048_0.mp4,0
31,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_135236_1.mp4,0
32,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_171414_0.mp4,0
33,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_223645_1.mp4,0
34,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_114414_1.mp4,0
35,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220426_162647_1.mp4,0
36,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_223816_1.mp4,0
37,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134806_0.mp4,0
38,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134200_0.mp4,0
39,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_123227_0.mp4,0
40,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112349_0.mp4,0
41,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112120_0.mp4,0
42,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112204_0.mp4,0
43,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_113005_2.mp4,0
44,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_160312_0.mp4,0
45,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_143651_0.mp4,0
46,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_224121_0.mp4,0
47,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_133908_0.mp4,0
48,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134642_0.mp4,0
49,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_171518_1.mp4,0
50,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_143415_0.mp4,0
51,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_155948_0.mp4,0
52,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220426_161600_0.mp4,0
53,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_151431_0.mp4,0
54,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_111337_0.mp4,0
55,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_133826_0.mp4,0
56,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112631_1.mp4,0
57,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_122901_0.mp4,0
58,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_225020_0.mp4,0
59,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_122707_0.mp4,0
60,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_115819_0.mp4,0
61,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220428_173417_0.mp4,0
62,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_111134_2.mp4,0
63,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_132204_0.mp4,0
64,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220426_162516_1.mp4,0
65,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_150607_2.mp4,0
66,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_123002_1.mp4,0
67,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_114708_0.mp4,0
68,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_223449_2.mp4,0
69,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_172410_1.mp4,0
70,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134852_0.mp4,0
71,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_135236_0.mp4,0
72,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_223645_0.mp4,0
73,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_114414_0.mp4,0
74,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_122733_0.mp4,0
75,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_131806_0.mp4,0
76,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112001_0.mp4,0
77,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_171442_0.mp4,0
78,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134527_0.mp4,0
79,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_213135_0.mp4,0
80,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_132306_1.mp4,0
81,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_115456_1.mp4,0
82,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_144935_0.mp4,0
83,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_114541_1.mp4,0
84,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_224842_0.mp4,0
85,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220504_144032_0.mp4,0
86,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220426_161718_1.mp4,0
87,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_222232_0.mp4,0
88,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_131844_0.mp4,0
89,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220428_171146_0.mp4,0
90,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_141257_0.mp4,0
91,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134944_0.mp4,0
92,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220426_162349_0.mp4,0
93,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_213020_0.mp4,0
94,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_171326_1.mp4,0
95,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_132940_0.mp4,0
96,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_135136_2.mp4,0
97,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_110645_2.mp4,0
98,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112459_0.mp4,0
99,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220504_144332_2.mp4,0
100,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_120025_0.mp4,0
101,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_224538_0.mp4,0
102,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_132102_0.mp4,0
103,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220504_143846_0.mp4,0
104,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134042_2.mp4,0
105,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_143555_1.mp4,0
106,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220504_144222_0.mp4,0
107,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_124247_0.mp4,0
108,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_172410_0.mp4,0
109,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_224304_0.mp4,0
110,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134852_1.mp4,0
111,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_134953_2.mp4,0
112,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_111134_3.mp4,0
113,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_115819_1.mp4,0
114,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_224226_0.mp4,0
115,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220426_162516_0.mp4,0
116,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_123002_0.mp4,0
117,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_114708_1.mp4,0
118,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_150607_3.mp4,0
119,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_123501_0.mp4,0
120,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_140547_0.mp4,0
121,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_132458_0.mp4,0
122,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_111337_1.mp4,0
123,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_133826_1.mp4,0
124,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112631_0.mp4,0
125,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_141114_2.mp4,0
126,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134642_1.mp4,0
127,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_171518_0.mp4,0
128,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_155948_1.mp4,0
129,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_143218_2.mp4,0
130,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_151431_1.mp4,0
131,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220426_161600_1.mp4,0
132,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112120_1.mp4,0
133,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_113005_3.mp4,0
134,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_143651_1.mp4,0
135,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_224121_1.mp4,0
136,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220426_162647_0.mp4,0
137,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_151320_0.mp4,0
138,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_223816_0.mp4,0
139,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134806_1.mp4,0
140,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134200_1.mp4,0
141,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_134953_1.mp4,0
142,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_131959_1.mp4,0
143,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_111134_0.mp4,0
144,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220504_143627_1.mp4,0
145,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_123047_0.mp4,0
146,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_131644_0.mp4,0
147,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_123428_0.mp4,0
148,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_150607_0.mp4,0
149,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_114708_2.mp4,0
150,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_223449_0.mp4,0
151,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112758_1.mp4,0
152,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_135128_1.mp4,0
153,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_132714_0.mp4,0
154,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_224928_0.mp4,0
155,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_132811_0.mp4,0
156,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_111016_0.mp4,0
157,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134852_2.mp4,0
158,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134441_0.mp4,0
159,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_123405_0.mp4,0
160,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_111519_0.mp4,0
161,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_123927_0.mp4,0
162,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_172535_0.mp4,0
163,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_151704_1.mp4,0
164,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_143757_0.mp4,0
165,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220428_163553_0.mp4,0
166,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_142147_1.mp4,0
167,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_115052_0.mp4,0
168,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_143218_1.mp4,0
169,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_155948_2.mp4,0
170,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_212904_1.mp4,0
171,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_151431_2.mp4,0
172,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_215736_0.mp4,0
173,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_120002_0.mp4,0
174,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_171010_0.mp4,0
175,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_222405_0.mp4,0
176,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_111337_2.mp4,0
177,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_141114_1.mp4,0
178,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220504_143751_1.mp4,0
179,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_213220_0.mp4,0
180,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_132643_0.mp4,0
181,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_144007_0.mp4,0
182,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_113005_0.mp4,0
183,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_143651_2.mp4,0
184,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_124050_0.mp4,0
185,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_215550_1.mp4,0
186,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220429_112909_0.mp4,0
187,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220427_135358_0.mp4,0
188,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_135054_0.mp4,0
189,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_224340_0.mp4,0
190,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_122623_1.mp4,0
191,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_115904_0.mp4,0
192,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_172458_0.mp4,0
193,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220502_155746_0.mp4,0
194,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220511_122810_0.mp4,0
195,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_222105_1.mp4,0
196,/imatge/morros/work_fast/mobilitat/ridesafe/barcelona/split_videos/downsampled_cnt/bike_bidir/VID_20220503_134305_1.mp4,0
